      4821  1 1 1 0 1 1 1 1     6.619375e-03  -5.000000e-04  -3.000000e-04
      4822  1 1 1 0 1 1 1 1     6.255521e-03  -5.000000e-04  -3.000000e-04
      4823  1 1 1 0 1 1 1 1     5.891667e-03  -5.000000e-04  -3.000000e-04
      4824  1 1 1 0 1 1 1 1     5.527812e-03  -5.000000e-04  -3.000000e-04
      4825  1 1 1 0 1 1 1 1     5.163958e-03  -5.000000e-04  -3.000000e-04
      4826  1 1 1 0 1 1 1 1     4.800104e-03  -5.000000e-04  -3.000000e-04
      4827  1 1 1 0 1 1 1 1     4.436250e-03  -5.000000e-04  -3.000000e-04
      4828  1 1 1 0 1 1 1 1     4.072396e-03  -5.000000e-04  -3.000000e-04
      4829  1 1 1 0 1 1 1 1     3.708542e-03  -5.000000e-04  -3.000000e-04
      4830  1 1 1 0 1 1 1 1     3.344688e-03  -5.000000e-04  -3.000000e-04
      4831  1 1 1 0 1 1 1 1     2.980833e-03  -5.000000e-04  -3.000000e-04
      4832  1 1 1 0 1 1 1 1     2.616979e-03  -5.000000e-04  -3.000000e-04
      4833  1 1 1 0 1 1 1 1     2.253125e-03  -5.000000e-04  -3.000000e-04
      4834  1 1 1 0 1 1 1 1     1.889271e-03  -5.000000e-04  -3.000000e-04
      4835  1 1 1 0 1 1 1 1     1.525417e-03  -5.000000e-04  -3.000000e-04
      4836  1 1 1 0 1 1 1 1     1.161563e-03  -5.000000e-04  -3.000000e-04
      4837  1 1 1 0 1 1 1 1     7.977083e-04  -5.000000e-04  -3.000000e-04
      4838  1 1 1 0 1 1 1 1     4.338542e-04  -5.000000e-04  -3.000000e-04
      4839  1 1 1 0 1 1 1 1     7.000000e-05  -5.000000e-04  -3.000000e-04
      4840  1 1 1 0 1 1 1 1     3.500000e-05  -5.000000e-04  -3.000000e-04
      4841  1 1 1 0 1 1 1 1     0.000000e+00  -5.000000e-04  -3.000000e-04
      4842  1 1 1 0 1 1 1 1     3.645542e-02  -3.333333e-04  -3.000000e-04
      4843  1 1 1 0 1 1 1 1     3.609156e-02  -3.333333e-04  -3.000000e-04
      4844  1 1 1 0 1 1 1 1     3.572771e-02  -3.333333e-04  -3.000000e-04
      4845  1 1 1 0 1 1 1 1     3.536385e-02  -3.333333e-04  -3.000000e-04
      4846  1 1 1 0 1 1 1 1     3.500000e-02  -3.333333e-04  -3.000000e-04
      4847  1 1 1 0 1 1 1 1     3.463615e-02  -3.333333e-04  -3.000000e-04
      4848  1 1 1 0 1 1 1 1     3.427229e-02  -3.333333e-04  -3.000000e-04
      4849  1 1 1 0 1 1 1 1     3.390844e-02  -3.333333e-04  -3.000000e-04
      4850  1 1 1 0 1 1 1 1     3.354458e-02  -3.333333e-04  -3.000000e-04
      4851  1 1 1 0 1 1 1 1     3.318073e-02  -3.333333e-04  -3.000000e-04
      4852  1 1 1 0 1 1 1 1     3.281687e-02  -3.333333e-04  -3.000000e-04
      4853  1 1 1 0 1 1 1 1     3.245302e-02  -3.333333e-04  -3.000000e-04
      4854  1 1 1 0 1 1 1 1     3.208917e-02  -3.333333e-04  -3.000000e-04
      4855  1 1 1 0 1 1 1 1     3.172531e-02  -3.333333e-04  -3.000000e-04
      4856  1 1 1 0 1 1 1 1     3.136146e-02  -3.333333e-04  -3.000000e-04
      4857  1 1 1 0 1 1 1 1     3.099760e-02  -3.333333e-04  -3.000000e-04
      4858  1 1 1 0 1 1 1 1     3.063375e-02  -3.333333e-04  -3.000000e-04
      4859  1 1 1 0 1 1 1 1     3.026990e-02  -3.333333e-04  -3.000000e-04
      4860  1 1 1 0 1 1 1 1     2.990604e-02  -3.333333e-04  -3.000000e-04
      4861  1 1 1 0 1 1 1 1     2.954219e-02  -3.333333e-04  -3.000000e-04
      4862  1 1 1 0 1 1 1 1     2.917833e-02  -3.333333e-04  -3.000000e-04
      4863  1 1 1 0 1 1 1 1     2.881448e-02  -3.333333e-04  -3.000000e-04
      4864  1 1 1 0 1 1 1 1     2.845063e-02  -3.333333e-04  -3.000000e-04
      4865  1 1 1 0 1 1 1 1     2.808677e-02  -3.333333e-04  -3.000000e-04
      4866  1 1 1 0 1 1 1 1     2.772292e-02  -3.333333e-04  -3.000000e-04
      4867  1 1 1 0 1 1 1 1     2.735906e-02  -3.333333e-04  -3.000000e-04
      4868  1 1 1 0 1 1 1 1     2.699521e-02  -3.333333e-04  -3.000000e-04
      4869  1 1 1 0 1 1 1 1     2.663135e-02  -3.333333e-04  -3.000000e-04
      4870  1 1 1 0 1 1 1 1     2.626750e-02  -3.333333e-04  -3.000000e-04
      4871  1 1 1 0 1 1 1 1     2.590365e-02  -3.333333e-04  -3.000000e-04
      4872  1 1 1 0 1 1 1 1     2.553979e-02  -3.333333e-04  -3.000000e-04
      4873  1 1 1 0 1 1 1 1     2.517594e-02  -3.333333e-04  -3.000000e-04
      4874  1 1 1 0 1 1 1 1     2.481208e-02  -3.333333e-04  -3.000000e-04
      4875  1 1 1 0 1 1 1 1     2.444823e-02  -3.333333e-04  -3.000000e-04
      4876  1 1 1 0 1 1 1 1     2.408438e-02  -3.333333e-04  -3.000000e-04
      4877  1 1 1 0 1 1 1 1     2.372052e-02  -3.333333e-04  -3.000000e-04
      4878  1 1 1 0 1 1 1 1     2.335667e-02  -3.333333e-04  -3.000000e-04
      4879  1 1 1 0 1 1 1 1     2.299281e-02  -3.333333e-04  -3.000000e-04
      4880  1 1 1 0 1 1 1 1     2.262896e-02  -3.333333e-04  -3.000000e-04
      4881  1 1 1 0 1 1 1 1     2.226510e-02  -3.333333e-04  -3.000000e-04
      4882  1 1 1 0 1 1 1 1     2.190125e-02  -3.333333e-04  -3.000000e-04
      4883  1 1 1 0 1 1 1 1     2.153740e-02  -3.333333e-04  -3.000000e-04
      4884  1 1 1 0 1 1 1 1     2.117354e-02  -3.333333e-04  -3.000000e-04
      4885  1 1 1 0 1 1 1 1     2.080969e-02  -3.333333e-04  -3.000000e-04
      4886  1 1 1 0 1 1 1 1     2.044583e-02  -3.333333e-04  -3.000000e-04
      4887  1 1 1 0 1 1 1 1     2.008198e-02  -3.333333e-04  -3.000000e-04
      4888  1 1 1 0 1 1 1 1     1.971813e-02  -3.333333e-04  -3.000000e-04
      4889  1 1 1 0 1 1 1 1     1.935427e-02  -3.333333e-04  -3.000000e-04
      4890  1 1 1 0 1 1 1 1     1.899042e-02  -3.333333e-04  -3.000000e-04
      4891  1 1 1 0 1 1 1 1     1.862656e-02  -3.333333e-04  -3.000000e-04
      4892  1 1 1 0 1 1 1 1     1.826271e-02  -3.333333e-04  -3.000000e-04
      4893  1 1 1 0 1 1 1 1     1.789885e-02  -3.333333e-04  -3.000000e-04
      4894  1 1 1 0 1 1 1 1     1.753500e-02  -3.333333e-04  -3.000000e-04
      4895  1 1 1 0 1 1 1 1     1.717115e-02  -3.333333e-04  -3.000000e-04
      4896  1 1 1 0 1 1 1 1     1.680729e-02  -3.333333e-04  -3.000000e-04
      4897  1 1 1 0 1 1 1 1     1.644344e-02  -3.333333e-04  -3.000000e-04
      4898  1 1 1 0 1 1 1 1     1.607958e-02  -3.333333e-04  -3.000000e-04
      4899  1 1 1 0 1 1 1 1     1.571573e-02  -3.333333e-04  -3.000000e-04
      4900  1 1 1 0 1 1 1 1     1.535188e-02  -3.333333e-04  -3.000000e-04
      4901  1 1 1 0 1 1 1 1     1.498802e-02  -3.333333e-04  -3.000000e-04
      4902  1 1 1 0 1 1 1 1     1.462417e-02  -3.333333e-04  -3.000000e-04
      4903  1 1 1 0 1 1 1 1     1.426031e-02  -3.333333e-04  -3.000000e-04
      4904  1 1 1 0 1 1 1 1     1.389646e-02  -3.333333e-04  -3.000000e-04
      4905  1 1 1 0 1 1 1 1     1.353260e-02  -3.333333e-04  -3.000000e-04
      4906  1 1 1 0 1 1 1 1     1.316875e-02  -3.333333e-04  -3.000000e-04
      4907  1 1 1 0 1 1 1 1     1.280490e-02  -3.333333e-04  -3.000000e-04
      4908  1 1 1 0 1 1 1 1     1.244104e-02  -3.333333e-04  -3.000000e-04
      4909  1 1 1 0 1 1 1 1     1.207719e-02  -3.333333e-04  -3.000000e-04
      4910  1 1 1 0 1 1 1 1     1.171333e-02  -3.333333e-04  -3.000000e-04
      4911  1 1 1 0 1 1 1 1     1.134948e-02  -3.333333e-04  -3.000000e-04
      4912  1 1 1 0 1 1 1 1     1.098563e-02  -3.333333e-04  -3.000000e-04
      4913  1 1 1 0 1 1 1 1     1.062177e-02  -3.333333e-04  -3.000000e-04
      4914  1 1 1 0 1 1 1 1     1.025792e-02  -3.333333e-04  -3.000000e-04
      4915  1 1 1 0 1 1 1 1     9.894063e-03  -3.333333e-04  -3.000000e-04
      4916  1 1 1 0 1 1 1 1     9.530208e-03  -3.333333e-04  -3.000000e-04
      4917  1 1 1 0 1 1 1 1     9.166354e-03  -3.333333e-04  -3.000000e-04
      4918  1 1 1 0 1 1 1 1     8.802500e-03  -3.333333e-04  -3.000000e-04
      4919  1 1 1 0 1 1 1 1     8.438646e-03  -3.333333e-04  -3.000000e-04
      4920  1 1 1 0 1 1 1 1     8.074792e-03  -3.333333e-04  -3.000000e-04
      4921  1 1 1 0 1 1 1 1     7.710938e-03  -3.333333e-04  -3.000000e-04
      4922  1 1 1 0 1 1 1 1     7.347083e-03  -3.333333e-04  -3.000000e-04
      4923  1 1 1 0 1 1 1 1     6.983229e-03  -3.333333e-04  -3.000000e-04
      4924  1 1 1 0 1 1 1 1     6.619375e-03  -3.333333e-04  -3.000000e-04
      4925  1 1 1 0 1 1 1 1     6.255521e-03  -3.333333e-04  -3.000000e-04
      4926  1 1 1 0 1 1 1 1     5.891667e-03  -3.333333e-04  -3.000000e-04
      4927  1 1 1 0 1 1 1 1     5.527813e-03  -3.333333e-04  -3.000000e-04
      4928  1 1 1 0 1 1 1 1     5.163958e-03  -3.333333e-04  -3.000000e-04
      4929  1 1 1 0 1 1 1 1     4.800104e-03  -3.333333e-04  -3.000000e-04
      4930  1 1 1 0 1 1 1 1     4.436250e-03  -3.333333e-04  -3.000000e-04
      4931  1 1 1 0 1 1 1 1     4.072396e-03  -3.333333e-04  -3.000000e-04
      4932  1 1 1 0 1 1 1 1     3.708542e-03  -3.333333e-04  -3.000000e-04
      4933  1 1 1 0 1 1 1 1     3.344688e-03  -3.333333e-04  -3.000000e-04
      4934  1 1 1 0 1 1 1 1     2.980833e-03  -3.333333e-04  -3.000000e-04
      4935  1 1 1 0 1 1 1 1     2.616979e-03  -3.333333e-04  -3.000000e-04
      4936  1 1 1 0 1 1 1 1     2.253125e-03  -3.333333e-04  -3.000000e-04
      4937  1 1 1 0 1 1 1 1     1.889271e-03  -3.333333e-04  -3.000000e-04
      4938  1 1 1 0 1 1 1 1     1.525417e-03  -3.333333e-04  -3.000000e-04
      4939  1 1 1 0 1 1 1 1     1.161563e-03  -3.333333e-04  -3.000000e-04
      4940  1 1 1 0 1 1 1 1     7.977083e-04  -3.333333e-04  -3.000000e-04
      4941  1 1 1 0 1 1 1 1     4.338542e-04  -3.333333e-04  -3.000000e-04
      4942  1 1 1 0 1 1 1 1     7.000000e-05  -3.333333e-04  -3.000000e-04
      4943  1 1 1 0 1 1 1 1     3.500000e-05  -3.333333e-04  -3.000000e-04
      4944  1 1 1 0 1 1 1 1     0.000000e+00  -3.333333e-04  -3.000000e-04
      4945  1 1 1 0 1 1 1 1     3.645542e-02   3.333333e-04  -3.000000e-04
      4946  1 1 1 0 1 1 1 1     3.609156e-02   3.333333e-04  -3.000000e-04
      4947  1 1 1 0 1 1 1 1     3.572771e-02   3.333333e-04  -3.000000e-04
      4948  1 1 1 0 1 1 1 1     3.536385e-02   3.333333e-04  -3.000000e-04
      4949  1 1 1 0 1 1 1 1     3.500000e-02   3.333333e-04  -3.000000e-04
      4950  1 1 1 0 1 1 1 1     3.463615e-02   3.333333e-04  -3.000000e-04
      4951  1 1 1 0 1 1 1 1     3.427229e-02   3.333333e-04  -3.000000e-04
      4952  1 1 1 0 1 1 1 1     3.390844e-02   3.333333e-04  -3.000000e-04
      4953  1 1 1 0 1 1 1 1     3.354458e-02   3.333333e-04  -3.000000e-04
      4954  1 1 1 0 1 1 1 1     3.318073e-02   3.333333e-04  -3.000000e-04
      4955  1 1 1 0 1 1 1 1     3.281687e-02   3.333333e-04  -3.000000e-04
      4956  1 1 1 0 1 1 1 1     3.245302e-02   3.333333e-04  -3.000000e-04
      4957  1 1 1 0 1 1 1 1     3.208917e-02   3.333333e-04  -3.000000e-04
      4958  1 1 1 0 1 1 1 1     3.172531e-02   3.333333e-04  -3.000000e-04
      4959  1 1 1 0 1 1 1 1     3.136146e-02   3.333333e-04  -3.000000e-04
      4960  1 1 1 0 1 1 1 1     3.099760e-02   3.333333e-04  -3.000000e-04
      4961  1 1 1 0 1 1 1 1     3.063375e-02   3.333333e-04  -3.000000e-04
      4962  1 1 1 0 1 1 1 1     3.026990e-02   3.333333e-04  -3.000000e-04
      4963  1 1 1 0 1 1 1 1     2.990604e-02   3.333333e-04  -3.000000e-04
      4964  1 1 1 0 1 1 1 1     2.954219e-02   3.333333e-04  -3.000000e-04
      4965  1 1 1 0 1 1 1 1     2.917833e-02   3.333333e-04  -3.000000e-04
      4966  1 1 1 0 1 1 1 1     2.881448e-02   3.333333e-04  -3.000000e-04
      4967  1 1 1 0 1 1 1 1     2.845063e-02   3.333333e-04  -3.000000e-04
      4968  1 1 1 0 1 1 1 1     2.808677e-02   3.333333e-04  -3.000000e-04
      4969  1 1 1 0 1 1 1 1     2.772292e-02   3.333333e-04  -3.000000e-04
      4970  1 1 1 0 1 1 1 1     2.735906e-02   3.333333e-04  -3.000000e-04
      4971  1 1 1 0 1 1 1 1     2.699521e-02   3.333333e-04  -3.000000e-04
      4972  1 1 1 0 1 1 1 1     2.663135e-02   3.333333e-04  -3.000000e-04
      4973  1 1 1 0 1 1 1 1     2.626750e-02   3.333333e-04  -3.000000e-04
      4974  1 1 1 0 1 1 1 1     2.590365e-02   3.333333e-04  -3.000000e-04
      4975  1 1 1 0 1 1 1 1     2.553979e-02   3.333333e-04  -3.000000e-04
      4976  1 1 1 0 1 1 1 1     2.517594e-02   3.333333e-04  -3.000000e-04
      4977  1 1 1 0 1 1 1 1     2.481208e-02   3.333333e-04  -3.000000e-04
      4978  1 1 1 0 1 1 1 1     2.444823e-02   3.333333e-04  -3.000000e-04
      4979  1 1 1 0 1 1 1 1     2.408438e-02   3.333333e-04  -3.000000e-04
      4980  1 1 1 0 1 1 1 1     2.372052e-02   3.333333e-04  -3.000000e-04
      4981  1 1 1 0 1 1 1 1     2.335667e-02   3.333333e-04  -3.000000e-04
      4982  1 1 1 0 1 1 1 1     2.299281e-02   3.333333e-04  -3.000000e-04
      4983  1 1 1 0 1 1 1 1     2.262896e-02   3.333333e-04  -3.000000e-04
      4984  1 1 1 0 1 1 1 1     2.226510e-02   3.333333e-04  -3.000000e-04
      4985  1 1 1 0 1 1 1 1     2.190125e-02   3.333333e-04  -3.000000e-04
      4986  1 1 1 0 1 1 1 1     2.153740e-02   3.333333e-04  -3.000000e-04
      4987  1 1 1 0 1 1 1 1     2.117354e-02   3.333333e-04  -3.000000e-04
      4988  1 1 1 0 1 1 1 1     2.080969e-02   3.333333e-04  -3.000000e-04
      4989  1 1 1 0 1 1 1 1     2.044583e-02   3.333333e-04  -3.000000e-04
      4990  1 1 1 0 1 1 1 1     2.008198e-02   3.333333e-04  -3.000000e-04
      4991  1 1 1 0 1 1 1 1     1.971813e-02   3.333333e-04  -3.000000e-04
      4992  1 1 1 0 1 1 1 1     1.935427e-02   3.333333e-04  -3.000000e-04
      4993  1 1 1 0 1 1 1 1     1.899042e-02   3.333333e-04  -3.000000e-04
      4994  1 1 1 0 1 1 1 1     1.862656e-02   3.333333e-04  -3.000000e-04
      4995  1 1 1 0 1 1 1 1     1.826271e-02   3.333333e-04  -3.000000e-04
      4996  1 1 1 0 1 1 1 1     1.789885e-02   3.333333e-04  -3.000000e-04
      4997  1 1 1 0 1 1 1 1     1.753500e-02   3.333333e-04  -3.000000e-04
      4998  1 1 1 0 1 1 1 1     1.717115e-02   3.333333e-04  -3.000000e-04
      4999  1 1 1 0 1 1 1 1     1.680729e-02   3.333333e-04  -3.000000e-04
      5000  1 1 1 0 1 1 1 1     1.644344e-02   3.333333e-04  -3.000000e-04
      5001  1 1 1 0 1 1 1 1     1.607958e-02   3.333333e-04  -3.000000e-04
      5002  1 1 1 0 1 1 1 1     1.571573e-02   3.333333e-04  -3.000000e-04
      5003  1 1 1 0 1 1 1 1     1.535188e-02   3.333333e-04  -3.000000e-04
      5004  1 1 1 0 1 1 1 1     1.498802e-02   3.333333e-04  -3.000000e-04
      5005  1 1 1 0 1 1 1 1     1.462417e-02   3.333333e-04  -3.000000e-04
      5006  1 1 1 0 1 1 1 1     1.426031e-02   3.333333e-04  -3.000000e-04
      5007  1 1 1 0 1 1 1 1     1.389646e-02   3.333333e-04  -3.000000e-04
      5008  1 1 1 0 1 1 1 1     1.353260e-02   3.333333e-04  -3.000000e-04
      5009  1 1 1 0 1 1 1 1     1.316875e-02   3.333333e-04  -3.000000e-04
      5010  1 1 1 0 1 1 1 1     1.280490e-02   3.333333e-04  -3.000000e-04
      5011  1 1 1 0 1 1 1 1     1.244104e-02   3.333333e-04  -3.000000e-04
      5012  1 1 1 0 1 1 1 1     1.207719e-02   3.333333e-04  -3.000000e-04
      5013  1 1 1 0 1 1 1 1     1.171333e-02   3.333333e-04  -3.000000e-04
      5014  1 1 1 0 1 1 1 1     1.134948e-02   3.333333e-04  -3.000000e-04
      5015  1 1 1 0 1 1 1 1     1.098563e-02   3.333333e-04  -3.000000e-04
      5016  1 1 1 0 1 1 1 1     1.062177e-02   3.333333e-04  -3.000000e-04
      5017  1 1 1 0 1 1 1 1     1.025792e-02   3.333333e-04  -3.000000e-04
      5018  1 1 1 0 1 1 1 1     9.894063e-03   3.333333e-04  -3.000000e-04
      5019  1 1 1 0 1 1 1 1     9.530208e-03   3.333333e-04  -3.000000e-04
      5020  1 1 1 0 1 1 1 1     9.166354e-03   3.333333e-04  -3.000000e-04
      5021  1 1 1 0 1 1 1 1     8.802500e-03   3.333333e-04  -3.000000e-04
      5022  1 1 1 0 1 1 1 1     8.438646e-03   3.333333e-04  -3.000000e-04
      5023  1 1 1 0 1 1 1 1     8.074792e-03   3.333333e-04  -3.000000e-04
      5024  1 1 1 0 1 1 1 1     7.710938e-03   3.333333e-04  -3.000000e-04
      5025  1 1 1 0 1 1 1 1     7.347083e-03   3.333333e-04  -3.000000e-04
      5026  1 1 1 0 1 1 1 1     6.983229e-03   3.333333e-04  -3.000000e-04
      5027  1 1 1 0 1 1 1 1     6.619375e-03   3.333333e-04  -3.000000e-04
      5028  1 1 1 0 1 1 1 1     6.255521e-03   3.333333e-04  -3.000000e-04
      5029  1 1 1 0 1 1 1 1     5.891667e-03   3.333333e-04  -3.000000e-04
      5030  1 1 1 0 1 1 1 1     5.527813e-03   3.333333e-04  -3.000000e-04
      5031  1 1 1 0 1 1 1 1     5.163958e-03   3.333333e-04  -3.000000e-04
      5032  1 1 1 0 1 1 1 1     4.800104e-03   3.333333e-04  -3.000000e-04
      5033  1 1 1 0 1 1 1 1     4.436250e-03   3.333333e-04  -3.000000e-04
      5034  1 1 1 0 1 1 1 1     4.072396e-03   3.333333e-04  -3.000000e-04
      5035  1 1 1 0 1 1 1 1     3.708542e-03   3.333333e-04  -3.000000e-04
      5036  1 1 1 0 1 1 1 1     3.344688e-03   3.333333e-04  -3.000000e-04
      5037  1 1 1 0 1 1 1 1     2.980833e-03   3.333333e-04  -3.000000e-04
      5038  1 1 1 0 1 1 1 1     2.616979e-03   3.333333e-04  -3.000000e-04
      5039  1 1 1 0 1 1 1 1     2.253125e-03   3.333333e-04  -3.000000e-04
      5040  1 1 1 0 1 1 1 1     1.889271e-03   3.333333e-04  -3.000000e-04
      5041  1 1 1 0 1 1 1 1     1.525417e-03   3.333333e-04  -3.000000e-04
      5042  1 1 1 0 1 1 1 1     1.161563e-03   3.333333e-04  -3.000000e-04
      5043  1 1 1 0 1 1 1 1     7.977083e-04   3.333333e-04  -3.000000e-04
      5044  1 1 1 0 1 1 1 1     4.338542e-04   3.333333e-04  -3.000000e-04
      5045  1 1 1 0 1 1 1 1     7.000000e-05   3.333333e-04  -3.000000e-04
      5046  1 1 1 0 1 1 1 1     3.500000e-05   3.333333e-04  -3.000000e-04
      5047  1 1 1 0 1 1 1 1     0.000000e+00   3.333333e-04  -3.000000e-04
      5048  1 1 1 0 1 1 1 1     3.645542e-02   5.000000e-04  -3.000000e-04
      5049  1 1 1 0 1 1 1 1     3.609156e-02   5.000000e-04  -3.000000e-04
      5050  1 1 1 0 1 1 1 1     3.572771e-02   5.000000e-04  -3.000000e-04
      5051  1 1 1 0 1 1 1 1     3.536385e-02   5.000000e-04  -3.000000e-04
      5052  1 1 1 0 1 1 1 1     3.500000e-02   5.000000e-04  -3.000000e-04
      5053  1 1 1 0 1 1 1 1     3.463615e-02   5.000000e-04  -3.000000e-04
      5054  1 1 1 0 1 1 1 1     3.427229e-02   5.000000e-04  -3.000000e-04
      5055  1 1 1 0 1 1 1 1     3.390844e-02   5.000000e-04  -3.000000e-04
      5056  1 1 1 0 1 1 1 1     3.354458e-02   5.000000e-04  -3.000000e-04
      5057  1 1 1 0 1 1 1 1     3.318073e-02   5.000000e-04  -3.000000e-04
      5058  1 1 1 0 1 1 1 1     3.281687e-02   5.000000e-04  -3.000000e-04
      5059  1 1 1 0 1 1 1 1     3.245302e-02   5.000000e-04  -3.000000e-04
      5060  1 1 1 0 1 1 1 1     3.208917e-02   5.000000e-04  -3.000000e-04
      5061  1 1 1 0 1 1 1 1     3.172531e-02   5.000000e-04  -3.000000e-04
      5062  1 1 1 0 1 1 1 1     3.136146e-02   5.000000e-04  -3.000000e-04
      5063  1 1 1 0 1 1 1 1     3.099760e-02   5.000000e-04  -3.000000e-04
      5064  1 1 1 0 1 1 1 1     3.063375e-02   5.000000e-04  -3.000000e-04
      5065  1 1 1 0 1 1 1 1     3.026990e-02   5.000000e-04  -3.000000e-04
      5066  1 1 1 0 1 1 1 1     2.990604e-02   5.000000e-04  -3.000000e-04
      5067  1 1 1 0 1 1 1 1     2.954219e-02   5.000000e-04  -3.000000e-04
      5068  1 1 1 0 1 1 1 1     2.917833e-02   5.000000e-04  -3.000000e-04
      5069  1 1 1 0 1 1 1 1     2.881448e-02   5.000000e-04  -3.000000e-04
      5070  1 1 1 0 1 1 1 1     2.845063e-02   5.000000e-04  -3.000000e-04
      5071  1 1 1 0 1 1 1 1     2.808677e-02   5.000000e-04  -3.000000e-04
      5072  1 1 1 0 1 1 1 1     2.772292e-02   5.000000e-04  -3.000000e-04
      5073  1 1 1 0 1 1 1 1     2.735906e-02   5.000000e-04  -3.000000e-04
      5074  1 1 1 0 1 1 1 1     2.699521e-02   5.000000e-04  -3.000000e-04
      5075  1 1 1 0 1 1 1 1     2.663135e-02   5.000000e-04  -3.000000e-04
      5076  1 1 1 0 1 1 1 1     2.626750e-02   5.000000e-04  -3.000000e-04
      5077  1 1 1 0 1 1 1 1     2.590365e-02   5.000000e-04  -3.000000e-04
      5078  1 1 1 0 1 1 1 1     2.553979e-02   5.000000e-04  -3.000000e-04
      5079  1 1 1 0 1 1 1 1     2.517594e-02   5.000000e-04  -3.000000e-04
      5080  1 1 1 0 1 1 1 1     2.481208e-02   5.000000e-04  -3.000000e-04
      5081  1 1 1 0 1 1 1 1     2.444823e-02   5.000000e-04  -3.000000e-04
      5082  1 1 1 0 1 1 1 1     2.408438e-02   5.000000e-04  -3.000000e-04
      5083  1 1 1 0 1 1 1 1     2.372052e-02   5.000000e-04  -3.000000e-04
      5084  1 1 1 0 1 1 1 1     2.335667e-02   5.000000e-04  -3.000000e-04
      5085  1 1 1 0 1 1 1 1     2.299281e-02   5.000000e-04  -3.000000e-04
      5086  1 1 1 0 1 1 1 1     2.262896e-02   5.000000e-04  -3.000000e-04
      5087  1 1 1 0 1 1 1 1     2.226510e-02   5.000000e-04  -3.000000e-04
      5088  1 1 1 0 1 1 1 1     2.190125e-02   5.000000e-04  -3.000000e-04
      5089  1 1 1 0 1 1 1 1     2.153740e-02   5.000000e-04  -3.000000e-04
      5090  1 1 1 0 1 1 1 1     2.117354e-02   5.000000e-04  -3.000000e-04
      5091  1 1 1 0 1 1 1 1     2.080969e-02   5.000000e-04  -3.000000e-04
      5092  1 1 1 0 1 1 1 1     2.044583e-02   5.000000e-04  -3.000000e-04
      5093  1 1 1 0 1 1 1 1     2.008198e-02   5.000000e-04  -3.000000e-04
      5094  1 1 1 0 1 1 1 1     1.971813e-02   5.000000e-04  -3.000000e-04
      5095  1 1 1 0 1 1 1 1     1.935427e-02   5.000000e-04  -3.000000e-04
      5096  1 1 1 0 1 1 1 1     1.899042e-02   5.000000e-04  -3.000000e-04
      5097  1 1 1 0 1 1 1 1     1.862656e-02   5.000000e-04  -3.000000e-04
      5098  1 1 1 0 1 1 1 1     1.826271e-02   5.000000e-04  -3.000000e-04
      5099  1 1 1 0 1 1 1 1     1.789885e-02   5.000000e-04  -3.000000e-04
      5100  1 1 1 0 1 1 1 1     1.753500e-02   5.000000e-04  -3.000000e-04
      5101  1 1 1 0 1 1 1 1     1.717115e-02   5.000000e-04  -3.000000e-04
      5102  1 1 1 0 1 1 1 1     1.680729e-02   5.000000e-04  -3.000000e-04
      5103  1 1 1 0 1 1 1 1     1.644344e-02   5.000000e-04  -3.000000e-04
      5104  1 1 1 0 1 1 1 1     1.607958e-02   5.000000e-04  -3.000000e-04
      5105  1 1 1 0 1 1 1 1     1.571573e-02   5.000000e-04  -3.000000e-04
      5106  1 1 1 0 1 1 1 1     1.535188e-02   5.000000e-04  -3.000000e-04
      5107  1 1 1 0 1 1 1 1     1.498802e-02   5.000000e-04  -3.000000e-04
      5108  1 1 1 0 1 1 1 1     1.462417e-02   5.000000e-04  -3.000000e-04
      5109  1 1 1 0 1 1 1 1     1.426031e-02   5.000000e-04  -3.000000e-04
